Filename,Title,9,441,Transfer notes,Subdir,Sort,IMDbID,Year,Directors,Actors,Runtime,Priority,Notes,Poster,Genre,Plot,Tagline,Trailer
Go West.iso,Go West,OK,,,,,https://www.imdb.com/title/tt0032536/?ref_=fn_al_tt_2,1940,Edward Buzzell,Groucho Marx; Chico Marx; Harpo Marx; John Carroll,80,,,https://m.media-amazon.com/images/M/MV5BMjE2NjY2NTk3M15BMl5BanBnXkFtZTgwODMwMjM4MTE@._V1_.jpg,Comedy; Musical; Western,"The Marx Brothers come to the rescue in the Wild West when a young man, trying to settle an old family feud so he can marry the girl he loves, runs afoul of crooks.",,
The Big Store.iso,The Big Store,OK,,,,,https://www.imdb.com/title/tt0033388/?ref_=fn_al_tt_1,1941,Charles Reisner,Groucho Marx; Chico Marx; Harpo Marx; Tony Martin,83,,,https://m.media-amazon.com/images/M/MV5BOTM5NzNiZDEtMDU5Ny00Y2JjLThkNzktMTRiYjZmNTk3N2M4XkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_.jpg,Comedy; Musical,"A detective is hired to protect the life of a singer, who has recently inherited a department store, from the store's crooked manager.",,
Room Service.iso,Room Service,OK,,,,,https://www.imdb.com/title/tt0030696/?ref_=fn_al_tt_1,1938,William A. Seiter,Groucho Marx; Harpo Marx; Chico Marx; Lucille Ball,78,,,https://m.media-amazon.com/images/M/MV5BYTVmMDJhZjMtOWM1My00YTUzLWEwMTYtYzI0YmQzMGI2MTk3XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_.jpg,Comedy,"A penniless theatrical producer must outwit the hotel efficiency expert trying to evict him from his room, while securing a backer for his new play.",,
At The Circus.iso,At the Circus,OK,,,,,https://www.imdb.com/title/tt0031060/?ref_=fn_al_tt_1,1939,Edward Buzzell,Groucho Marx; Chico Marx; Harpo Marx; Kenny Baker,87,,,https://m.media-amazon.com/images/M/MV5BMTFlMDhhZTctZTcxNy00NjgxLTlkNGEtY2E0MWRmNjQ5ZmFkXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_.jpg,Comedy; Musical,The Marx Brothers try to help the owner of a circus recover some stolen funds before he finds himself out of a job.,,
A Night In Casablanca.iso,A Night in Casablanca,OK,,,,,https://www.imdb.com/title/tt0038777/?ref_=fn_al_tt_1,1946,Archie Mayo,Groucho Marx; Harpo Marx; Chico Marx; Charles Drake,85,,,https://m.media-amazon.com/images/M/MV5BYTYwMDA1ZWEtMGVjOC00ZjQyLTllOGItM2IwYzNkYzFlYzliXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_.jpg,Comedy,"The Marx Brothers are employed at a hotel in postwar Casablanca, where a ring of Nazis is trying to recover a cache of stolen treasure.",,
A Night At The Opera.iso,A Night at the Opera,OK,,,,,https://www.imdb.com/title/tt0026778/?ref_=fn_al_tt_1,1935,Sam Wood; Edmund Goulding,Groucho Marx; Chico Marx; Harpo Marx; Kitty Carlisle,96,,,https://m.media-amazon.com/images/M/MV5BYTJmNmQxNGItNDNlMC00MDU3LWFhNzMtZDQ2NDY0ZTVkNjE3XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_.jpg,Comedy; Music; Musical,A sly business manager and two wacky friends of two opera singers help them achieve success while humiliating their stuffy and snobbish enemies.,,
Arctic Ws Ac.iso,Arctic Tale,OK,,,,,https://www.imdb.com/title/tt0488508/?ref_=fn_al_tt_1,2007,Adam Ravetch; Sarah Robertson,Queen Latifah; Katrina Agate; Zain Ali; Preston Bailey,90,,,https://m.media-amazon.com/images/M/MV5BMTQ5MzM5NzM3OV5BMl5BanBnXkFtZTcwMTIxNTk0MQ@@._V1_.jpg,Documentary; Family,"Two narratives -- the life cycle of a mother walrus and her calf, and the life of a polar bear and her cubs -- are used to illustrate the harsh realities of existence in the Arctic.",,
The Lion King.iso,The Lion King,OK,,,,,https://www.imdb.com/title/tt0110357/?ref_=fn_al_tt_2,1994,Roger Allers; Rob Minkoff,Matthew Broderick; Jeremy Irons; James Earl Jones; Whoopi Goldberg,88,,,https://m.media-amazon.com/images/M/MV5BYTYxNGMyZTYtMjE3MS00MzNjLWFjNmYtMDk3N2FmM2JiM2M1XkEyXkFqcGdeQXVyNjY5NDU4NzI@._V1_.jpg,Animation; Adventure; Drama; Family; Musical,"Lion prince Simba and his father are targeted by his bitter uncle, who wants to ascend the throne himself.",,
Lion King.iso,The Lion King - Special Features,OK,,,,,,,,,,,,,,,,
Venue Songs.iso,They Might Be Giants - Venue Songs,OK,,,,,,,,,,,,,,,,
Rio.iso,Rio,OK,,,,,https://www.imdb.com/title/tt1436562/?ref_=fn_al_tt_1,2011,Carlos Saldanha,Jesse Eisenberg; Anne Hathaway; George Lopez; Karen Disher,96,,,https://m.media-amazon.com/images/M/MV5BMTU2MDY3MzAzMl5BMl5BanBnXkFtZTcwMTg0NjM5NA@@._V1_.jpg,Animation; Adventure; Comedy; Crime; Family; Musical,"When Blu, a domesticated macaw from small-town Minnesota, meets the fiercely independent Jewel, he takes off on an adventure to Rio de Janeiro with the bird of his dreams.",,
Shark Boy And Lava Girl.iso,The Adventures of Sharkboy and Lavagirl,OK,,,,,https://www.imdb.com/title/tt0424774/?ref_=fn_al_tt_2,2005,Robert Rodriguez,Cayden Boyd; George Lopez; Kristin Davis,93,,,https://m.media-amazon.com/images/M/MV5BZjY5NGNhNDMtNDM3OC00YTc0LWFiMzYtNWQ1NWYyYzFjOTk0XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_.jpg,Action; Adventure; Comedy,A young boy is recruited by his imaginary friends Sharkboy and Lavagirl to help save their planet.,,
Feebles.iso,Meet the Feebles,OK,,,,,https://www.imdb.com/title/tt0097858/?ref_=fn_al_tt_1,1989,Peter Jackson,Danny Mulheron; Donna Akersten; Stuart Devenie; Mark Hadlow,97,,,https://m.media-amazon.com/images/M/MV5BNzFlM2ZlYWItNjg1Mi00ZTA4LWFmYzgtZTI3YWZkNTJjMmQ1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,Comedy; Music; Musical,Multiple animals and insects experience the sleazier side of show business while working on a variety show.,,
Pirates Of The Caribbean 2.iso,Pirates of the Caribbean: Dead Man's Chest,OK,,,,,tt0383574,2006,Gore Verbinski,Johnny Depp; Orlando Bloom; Keira Knightley; Jack Davenport,151,,,https://m.media-amazon.com/images/M/MV5BMTcwODc1MTMxM15BMl5BanBnXkFtZTYwMDg1NzY3._V1_.jpg,Action; Adventure; Fantasy,"Jack Sparrow races to recover the heart of Davy Jones to avoid enslaving his soul to Jones' service, as other friends and foes seek the heart for their own agenda as well.",,
Community Season4 Disc1.iso,"Community, season 4, disc 1",OK,,,Community,,,,,,,,,,,,,
Community Season4 Disc2.iso,"Community, season 4, disc 2",OK,,,Community,,,,,,,,,,,,,
Edward.iso,Edward Scissorhands,OK,,,,,https://www.imdb.com/title/tt0099487/?ref_=fn_al_tt_1,1990,Tim Burton,Johnny Depp; Winona Ryder; Dianne Wiest; Anthony Michael Hall,105,,,https://m.media-amazon.com/images/M/MV5BNDUxN2I5NDUtZjdlMC00NjlmLTg0OTQtNjk0NjAxZjFmZTUzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,Drama; Fantasy; Romance,"An artificial man, who was incompletely constructed and has scissors for hands, leads a solitary life. Then one day, a suburban lady meets him and introduces him to her world.",,
House Of Sand And Fog.iso,House of Sand and Fog,OK,,,,,https://www.imdb.com/title/tt0315983/?ref_=fn_al_tt_1,2004,Vadim Perelman,Jennifer Connelly; Ben Kingsley; Ron Eldard; Frances Fisher,126,,,https://m.media-amazon.com/images/M/MV5BMTIzMjQ5NzM2M15BMl5BanBnXkFtZTYwMzU2NDY3._V1_.jpg,Crime; Drama,An abandoned wife is evicted from her house and starts a tragic conflict with her house's new owners.,,
Beetlejuice16x9u.iso,Beetlejuice,OK,,,,,https://www.imdb.com/title/tt0094721/?ref_=fn_al_tt_1,1988,Tim Burton,Alec Baldwin; Geena Davis; Michael Keaton; Annie McEnroe,92,,,https://m.media-amazon.com/images/M/MV5BZDdmNjBlYTctNWU0MC00ODQxLWEzNDQtZGY1NmRhYjNmNDczXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,Comedy; Fantasy,"The spirits of a deceased couple are harassed by an unbearable family that has moved into their home, and hire a malicious spirit to drive them out.",,
Topsy.iso,Topsy-Turvy,OK,,,,,https://www.imdb.com/title/tt0151568/?ref_=fn_al_tt_1,2000,Mike Leigh,Jim Broadbent; Allan Corduner; Dexter Fletcher,160,,,https://m.media-amazon.com/images/M/MV5BZTRhNzBiZjUtZWExZi00NDEwLWIzYjUtNjhhOWVjODkzYjljXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_.jpg,Biography; Comedy; Drama,"Set in the 1880s, the story of how, during a creative dry spell, the partnership of the legendary musical/theatrical writers Gilbert and Sullivan almost dissolves, before they turn it all around and write the Mikado.",,
Sherlock Holmes Disc1.iso,"The Adventures of Sherlock Holmes, disc 1",OK,,,,,,,,,,,,,,,,
Sherlock Holmes Disc2.iso,"The Adventures of Sherlock Holmes, disc 2",OK,,,,,,,,,,,,,,,,
Sherlock Holmes Disc3.iso,"The Adventures of Sherlock Holmes, disc 3",OK,,,,,,,,,,,,,,,,
Sherlock4a.iso,"The Adventures of Sherlock Holmes, disc 4, side A",OK,,,,,,,,,,,,,,,,
Sherlock4b.iso,"The Adventures of Sherlock Holmes, disc 4, side B",OK,,,,,,,,,,,,,,,,
Spiderman Far From Home.iso,Spider-Man: Far From Home,OK,,,,,tt6320628,2019,Jon Watts,Tom Holland; Samuel L. Jackson; Jake Gyllenhaal; Marisa Tomei,129,,,https://m.media-amazon.com/images/M/MV5BMGZlNTY1ZWUtYTMzNC00ZjUyLWE0MjQtMTMxN2E3ODYxMWVmXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_.jpg,Action; Adventure; Sci-Fi,"Following the events of Avengers: Endgame (2019), Spider-Man must step up to take on new threats in a world that has changed forever.",,
Snatch.m4v,Snatch,OK,,,,,https://www.imdb.com/title/tt0208092/?ref_=fn_al_tt_1,2000,Guy Ritchie,Jason Statham; Brad Pitt; Stephen Graham; Vinnie Jones,102,,,https://m.media-amazon.com/images/M/MV5BMTA2NDYxOGYtYjU1Mi00Y2QzLTgxMTQtMWI1MGI0ZGQ5MmU4XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_.jpg,Comedy; Crime,"Unscrupulous boxing promoters, violent bookmakers, a Russian gangster, incompetent amateur robbers and supposedly Jewish jewelers fight to track down a priceless stolen diamond.",,
Jungle.iso,The Jungle Book,OK,,,,,https://www.imdb.com/title/tt0061852/?ref_=fn_al_tt_2,1967,Wolfgang Reitherman,Phil Harris; Sebastian Cabot; Louis Prima; Bruce Reitherman,78,,,https://m.media-amazon.com/images/M/MV5BMjAwMTExODExNl5BMl5BanBnXkFtZTgwMjM2MDgyMTE@._V1_.jpg,Animation; Adventure; Family; Musical,Bagheera the Panther and Baloo the Bear have a difficult time trying to convince a boy to leave the jungle for human civilization.,,
Mun0nnd1.iso,Mulan,OK,,,,,https://www.imdb.com/title/tt0120762/?ref_=fn_al_tt_2,1998,Tony Bancroft; Barry Cook,Ming-Na Wen; Eddie Murphy; BD Wong,88,,,https://m.media-amazon.com/images/M/MV5BODkxNGQ1NWYtNzg0Ny00Yjg3LThmZTItMjE2YjhmZTQ0ODY5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,Animation; Adventure; Family,"To save her father from death in the army, a young maiden secretly goes in his place and becomes one of China's greatest heroines in the process.",,
Munonns1.iso,Mulan - Special Features,-,-,,,,,,,,,,,,,,,
Journey To The Center Of Earth.iso,Journey to the Center of the Earth,OK,,,,,https://www.imdb.com/title/tt0373051/?ref_=fn_al_tt_1,2008,Eric Brevig,Brendan Fraser; Josh Hutcherson; Anita Briem; Seth Meyers,93,,,https://m.media-amazon.com/images/M/MV5BMTk1MzY1MzU1MF5BMl5BanBnXkFtZTcwOTQ2NjM3MQ@@._V1_.jpg,Action; Adventure; Family; Fantasy; Sci-Fi,"On a quest to find out what happened to his missing brother, a scientist, his nephew and their mountain guide discover a fantastic and dangerous lost world in the center of the earth.",,
Forbidden Kingdom.iso,The Forbidden Kingdom,OK,,,,,https://www.imdb.com/title/tt0865556/?ref_=fn_al_tt_1,2008,Rob Minkoff,Jackie Chan; Jet Li; Michael Angarano; Juana Collignon,104,,,https://m.media-amazon.com/images/M/MV5BMTUwNTExMTg3NF5BMl5BanBnXkFtZTcwNDYyMTM2MQ@@._V1_.jpg,Action; Adventure; Fantasy,"A discovery made by a kung fu obsessed American teen sends him on an adventure to China, where he joins up with a band of martial arts warriors in order to free the imprisoned Monkey King.",,
Bewitched.iso,Bewitched,OK,,,,,https://www.imdb.com/title/tt0374536/?ref_=fn_al_tt_2,2005,Nora Ephron,Nicole Kidman; Will Ferrell; Shirley MacLaine; Michael Caine,102,,,https://m.media-amazon.com/images/M/MV5BNmNmYzJhODQtZWEyMS00NzUyLWFmYTAtZjYzMDNlNWU3NzVjXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_.jpg,Comedy; Fantasy; Romance,"Thinking he can overshadow an unknown actress in the part, an egocentric actor unknowingly gets a witch cast in an upcoming television remake of the classic sitcom Bewitched (1964).",,
Et.iso,E.T. the Extra-Terrestrial,OK,OK,,,,tt0083866,1982,Steven Spielberg,Henry Thomas; Drew Barrymore; Peter Coyote,115,,,https://m.media-amazon.com/images/M/MV5BMTQ2ODFlMDAtNzdhOC00ZDYzLWE3YTMtNDU4ZGFmZmJmYTczXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,Family; Sci-Fi,A troubled child summons the courage to help a friendly alien escape Earth and return to his home world.,,
Baraka.iso,Baraka,OK,,,,,https://www.imdb.com/title/tt0103767/?ref_=fn_al_tt_2,1993,Ron Fricke,Patrick Disanto,96,,,https://m.media-amazon.com/images/M/MV5BNWZiYjE2Y2UtMmQ2My00ZDBjLTk4ZTUtN2FlMzc4OWFiMzdjXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_.jpg,Documentary,A collection of expertly photographed scenes of human life and religion.,,
Harry Potter Half Blood Prince.iso,Harry Potter and the Half-Blood Prince,OK,,,Harry Potter, Harry Potter 6,https://www.imdb.com/title/tt0417741/?ref_=fn_al_tt_1,2009,David Yates,Daniel Radcliffe; Emma Watson; Rupert Grint; Michael Gambon,153,,,https://m.media-amazon.com/images/M/MV5BNzU3NDg4NTAyNV5BMl5BanBnXkFtZTcwOTg2ODg1Mg@@._V1_.jpg,Action; Adventure; Family; Fantasy; Mystery,"As Harry Potter begins his sixth year at Hogwarts, he discovers an old book marked as ""the property of the Half-Blood Prince"" and begins to learn more about Lord Voldemort's dark past.",,
Hp7 Deathly Hallows Part 1.iso,"Harry Potter and the Deathly Hallows, Part 1",OK,,,Harry Potter, Harry Potter 7,https://www.imdb.com/title/tt0926084/?ref_=fn_al_tt_5,2010,David Yates,Daniel Radcliffe; Emma Watson; Rupert Grint; Bill Nighy,146,,,https://m.media-amazon.com/images/M/MV5BMTQ2OTE1Mjk0N15BMl5BanBnXkFtZTcwODE3MDAwNA@@._V1_.jpg,Adventure; Family; Fantasy; Mystery,"As Harry, Ron, and Hermione race against time and evil to destroy the Horcruxes, they uncover the existence of the three most powerful objects in the wizarding world: the Deathly Hallows.",,
Hp7 Deathly Hallows Part 2.iso,"Harry Potter and the Deathly Hallows, Part 2",OK,,,Harry Potter, Harry Potter 8,https://www.imdb.com/title/tt1201607/?ref_=fn_al_tt_4,2011,David Yates,Daniel Radcliffe; Emma Watson; Rupert Grint,130,,,https://m.media-amazon.com/images/M/MV5BMGVmMWNiMDktYjQ0Mi00MWIxLTk0N2UtN2ZlYTdkN2IzNDNlXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_.jpg,Adventure; Drama; Fantasy,"Harry, Ron, and Hermione search for Voldemort's remaining Horcruxes in their effort to destroy the Dark Lord as the final battle rages on at Hogwarts.",,
Harry Potter Sorcerers Stone.iso,Harry Potter and the Sorcerer's Stone,OK,,,Harry Potter,Harry Potter 1,https://www.imdb.com/title/tt0241527/?ref_=fn_al_tt_1,2001,Chris Columbus,Daniel Radcliffe; Rupert Grint; Richard Harris,152,,,https://m.media-amazon.com/images/M/MV5BNjQ3NWNlNmQtMTE5ZS00MDdmLTlkZjUtZTBlM2UxMGFiMTU3XkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_.jpg,Adventure; Family; Fantasy,"This is the tale of Harry Potter (Daniel Radcliffe), an ordinary eleven-year-old boy serving as a sort of slave for his aunt and uncle who learns that he is actually a wizard and has been invited to attend the Hogwarts School for Witchcraft and Wizardry. Harry is snatched away from his mundane existence by Rubeus Hagrid (Robbie Coltrane), the groundskeeper for Hogwarts, and quickly thrown into a world completely foreign to both him and the viewer. Famous for an incident that happened at his birth, Harry makes friends easily at his new school. He soon finds, however, that the wizarding world is far more dangerous for him than he would have imagined, and he quickly learns that not all wizards are ones to be trusted. —Carly",,
Hp And The Chamber Of Secrets.iso,Harry Potter and the Chamber of Secrets,OK,,,Harry Potter,Harry Potter 2,https://www.imdb.com/title/tt0295297/?ref_=fn_al_tt_1,2002,Chris Columbus,Daniel Radcliffe; Rupert Grint; Emma Watson,161,,,https://m.media-amazon.com/images/M/MV5BMTcxODgwMDkxNV5BMl5BanBnXkFtZTYwMDk2MDg3._V1_.jpg,Adventure; Family; Fantasy,"Forced to spend his summer holidays with his muggle relations, Harry Potter (Daniel Radcliffe) gets a real shock when he gets a surprise visitor: Dobby (Toby Jones) the house-elf, who warns Harry against returning to Hogwarts, for terrible things are going to happen. Harry decides to ignore Dobby's warning and continues with his pre-arranged schedule. But at Hogwarts, strange and terrible things are indeed happening. Harry is suddenly hearing mysterious voices from inside the walls, muggle-born students are being attacked, and a message scrawled on the wall in blood puts everyone on his or her guard, ""The Chamber Of Secrets Has Been Opened. Enemies Of The Heir, Beware"". —Soumitra",,
Hp Prisoner Of Azkaban Disc1.iso,Harry Potter and the Prisoner of Azkaban,OK,,,Harry Potter,Harry Potter 3,https://www.imdb.com/title/tt0304141/?ref_=fn_al_tt_1,2004,Alfonso Cuarón,Daniel Radcliffe; Emma Watson; Rupert Grint; Richard Griffiths,142,,,https://m.media-amazon.com/images/M/MV5BMTY4NTIwODg0N15BMl5BanBnXkFtZTcwOTc0MjEzMw@@._V1_.jpg,Adventure; Family; Fantasy; Mystery,"Harry Potter, Ron and Hermione return to Hogwarts School of Witchcraft and Wizardry for their third year of study, where they delve into the mystery surrounding an escaped prisoner who poses a dangerous threat to the young wizard.",,
Harry Potter Goblet Of Fire.iso,Harry Potter and the Goblet of Fire,OK,,,Harry Potter,Harry Potter 4,https://www.imdb.com/title/tt0330373/?ref_=fn_al_tt_1,2005,Mike Newell,Daniel Radcliffe; Emma Watson; Rupert Grint; Eric Sykes,157,,,https://m.media-amazon.com/images/M/MV5BMTI1NDMyMjExOF5BMl5BanBnXkFtZTcwOTc4MjQzMQ@@._V1_.jpg,Adventure; Family; Fantasy; Mystery,"Harry Potter finds himself competing in a hazardous tournament between rival schools of magic, but he is distracted by recurring nightmares.",,
Harry Potter 5 Order Phoenix.iso,Harry Potter and the Order of the Phoenix,OK,,,Harry Potter,Harry Potter 5,https://www.imdb.com/title/tt0373889/?ref_=fn_al_tt_1,2007,David Yates,Daniel Radcliffe; Emma Watson; Rupert Grint; Brendan Gleeson,138,,,https://m.media-amazon.com/images/M/MV5BMTM0NTczMTUzOV5BMl5BanBnXkFtZTYwMzIxNTg3._V1_.jpg,Action; Adventure; Family; Fantasy; Mystery,"With their warning about Lord Voldemort's return scoffed at, Harry and Dumbledore are targeted by the Wizard authorities as an authoritarian bureaucrat slowly seizes power at Hogwarts.",,
EtSE.iso,E.T. the Extra-Terrestial Special Edition,OK,,,,,,,,,,,,,,,,
Mr Poppers Penguins.iso,Mr. Popper's Penguins,OK,,,,,https://www.imdb.com/title/tt1396218/?ref_=fn_al_tt_1,2011,Mark Waters,Jim Carrey; Carla Gugino; Angela Lansbury,94,,,https://m.media-amazon.com/images/M/MV5BMTcwMDI4NjEyOF5BMl5BanBnXkFtZTcwNzg5MzEwNQ@@._V1_.jpg,Comedy; Family; Fantasy,"Tom Popper (Jim Carrey) grew up having very little interaction with his father, who was off exploring the world. When he grows up, he spends most of time on his work and ignores his children. One day his father sends him an unusual gift: a penguin. Popper can't help but wonder why his father would send him a penguin. He tries to get rid of it, but accidentally orders five more. When his children and ex-wife show up to celebrate his son's birthday, the kids are taken with the penguins. And Popper finally gets to connect with his kids while his work suffers. —rcs0411@yahoo.com",,
Community Season 2 Disc 1.iso,"Community, season 2, disc 1",OK,,,Community,,,,,,,,,,,,,
Community Season 2 Disc 2.iso,"Community, season 2, disc 2",OK,,,Community,,,,,,,,,,,,,
Community Season 2 Disc 3.iso,"Community, season 2, disc 3",OK,,,Community,,,,,,,,,,,,,
Community Season 2 Disc 4.iso,"Community, season 2, disc 4",OK,,,Community,,,,,,,,,,,,,
WingedMigration.iso,Winged Migration,OK,,,,,https://www.imdb.com/title/tt0301727/?ref_=fn_al_tt_1,2001,Jacques Perrin; Jacques Cluzaud; Michel Debats,Jacques Perrin; Philippe Labro,89,,,https://m.media-amazon.com/images/M/MV5BMTkwOTg5MTI5N15BMl5BanBnXkFtZTYwNTQ3Njk5._V1_.jpg,Documentary,"Documentary on the migratory patterns of birds, shot over the course of three years on all seven continents.",,
Empire Strikes Back.iso,The Empire Strikes Back - Special Edition,OK,,,Star Wars,,,,,,,,,https://m.media-amazon.com/images/M/MV5BYmU1NDRjNDgtMzhiMi00NjZmLTg5NGItZDNiZjU5NTU4OTE0XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_.jpg,Action; Adventure; Fantasy; Sci-Fi,"After the Rebels are brutally overpowered by the Empire on the ice planet Hoth, Luke Skywalker begins Jedi training with Yoda, while his friends are pursued by Darth Vader and a bounty hunter named Boba Fett all over the galaxy.",,
The Empire Strikes Back.iso,The Empire Strikes Back,OK,OK,non-anamorphic,Star Wars,,https://www.imdb.com/title/tt0080684/?ref_=fn_al_tt_1,1980,Irvin Kershner,Mark Hamill; Harrison Ford; Carrie Fisher; Billy Dee Williams,124,,,https://m.media-amazon.com/images/M/MV5BYmU1NDRjNDgtMzhiMi00NjZmLTg5NGItZDNiZjU5NTU4OTE0XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_.jpg,Action; Adventure; Fantasy,"Luke Skywalker, Han Solo, Princess Leia and Chewbacca face attack by the Imperial forces and its AT-AT walkers on the ice planet Hoth. While Han and Leia escape in the Millennium Falcon, Luke travels to Dagobah in search of Yoda. Only with the Jedi Master's help will Luke survive when the Dark Side of the Force beckons him into the ultimate duel with Darth Vader. —Jwelch5742",,
Return Of The Jedi.iso,Return of the Jedi - Special Edition,OK,OK,,Star Wars,,,,,,,,,,,,,
Return Of The Jedi Bonus.iso,Return of the Jedi,OK,,non-anamorphic,Star Wars,,https://www.imdb.com/title/tt0086190/?ref_=fn_al_tt_1,1983,Richard Marquand,Mark Hamill; Harrison Ford; Carrie Fisher; Billy Dee Williams,131,,,https://m.media-amazon.com/images/M/MV5BOWZlMjFiYzgtMTUzNC00Y2IzLTk1NTMtZmNhMTczNTk0ODk1XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_.jpg,Action; Adventure; Fantasy; Sci-Fi,"After a daring mission to rescue Han Solo from Jabba the Hutt, the Rebels dispatch to Endor to destroy the second Death Star. Meanwhile, Luke struggles to help Darth Vader back from the dark side without falling into the Emperor's trap.",,
Community Season 3 Disc 1.iso,"Community, season 3, disc 1",OK,,,Community,,,,,,,,,,,,,
Sex and the City S6 D1.iso,"Sex and the City, season 6, disc 1",OK,,,Sex and the City,,,,,,,,,,,,,
Community Season 3 Disc 2.iso,"Community, season 3, disc 2",OK,,,Community,,,,,,,,,,,,,
Tully.iso,Tully,OK,OK,,,,https://www.imdb.com/title/tt5610554/?ref_=fn_al_tt_1,2018,Jason Reitman,Charlize Theron; Mackenzie Davis; Ron Livingston; Asher Miles Fallica,95,,,https://m.media-amazon.com/images/M/MV5BMTU0OTM4NTMyMF5BMl5BanBnXkFtZTgwNDA5MzUwNTM@._V1_.jpg,Comedy; Drama; Mystery,A struggling mother of three forms an unexpected bond with the night nanny hired to help with her newborn baby.,,
Underneath.iso,The Underneath,OK,,,,,https://www.imdb.com/title/tt0114788/?ref_=fn_al_tt_1,1995,Steven Soderbergh,Peter Gallagher; Elisabeth Shue; Alison Elliott,99,,,https://m.media-amazon.com/images/M/MV5BNzc2ZDhiNDMtNDVkMy00ZmYwLWI5MzItM2JjNWE1MGE3ZjZjXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_.jpg,Crime; Thriller,"Michael Chambers returns home to celebrate his mother's marriage. Michael had been ousted from his home town due to his gambling indiscretions and had left his wife to deal with the mess he created. He now must reassimilate back into the town, renew his relationships with his family and friends (and enemies) and, most of all, seek out his ex-wife to woo her again. In the process, he obtains a job working with his mother's new husband as an armored car driver. He almost seems the perfect prodigal son as he finds his niche back in the community and his way back into his ex's heart. His troubles surmount when he and his wife are caught in the act by her hoodlum boyfriend/fiancé. To get out of this predicament, Michael must concoct a plan to heist of a payroll being carried by his armored car company. —Joel Schesser <joelsd@aol.com>",,
Community Season 3 Disc 3.iso,"Community, season 3, disc 3",OK,,,Community,,,,,,,,,,,,,
Community Season 5 Disc 1.iso,"Community, season 5, disc 1",OK,,,Community,,,,,,,,,,,,,
Community Season 5 Disc 2.iso,"Community, season 5, disc 2",OK,,,Community,,,,,,,,,,,,,
JaneEyre.m4v,Jane Eyre,-,-,,,,https://www.imdb.com/title/tt0025323/?ref_=fn_tt_tt_9,1934,Christy Cabanne,Virginia Bruce; Colin Clive; Beryl Mercer; David Torrence,62,,,https://m.media-amazon.com/images/M/MV5BNDYwNzA2NmUtODdjMC00YmZjLTg2MTEtYTE2NjFjMjQ0MzhmXkEyXkFqcGdeQXVyNjc0MzMzNjA@._V1_.jpg,Drama; Romance,A meek governess and her mysterious employer strike up a romantic relationship.,,
TheLastTimeISawParis.m4v,The Last Time I Saw Paris,-,-,,,,https://www.imdb.com/title/tt0047162/?ref_=fn_al_tt_1,1955,Richard Brooks,Elizabeth Taylor; Van Johnson; Walter Pidgeon; Donna Reed,116,,,https://m.media-amazon.com/images/M/MV5BMmY1MDkzODMtMGZiYS00Y2RjLTgyMWUtOTFhMGU2ZjQ2ZWFkXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_.jpg,Drama; Romance,An American journalist returns to Paris - a city that gave him true love and deep grief.,,
LetsGetTough.m4v,Let's Get Tough,-,-,,,,https://www.imdb.com/title/tt0034973?ref_=nv_sr_srsg_0,1942,Wallace Fox,Leo Gorcey; Bobby Jordan; Huntz Hall; Gabriel Dell,62,,,https://m.media-amazon.com/images/M/MV5BZWY3NWJhZDgtM2ZjNi00ZGYzLWEyZTItOWMxM2VjMzg3ZDU3XkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_.jpg,Action; Comedy; Romance,The East Side Kids take on a gang of Japanese spies.,,
JackandtheBeanstalk.m4v,Jack and the Beanstalk,-,-,,,,https://www.imdb.com/title/tt0044762/?ref_=fn_al_tt_2,1952,Jean Yarbrough,Bud Abbott; Lou Costello; Buddy Baer,70,,,https://m.media-amazon.com/images/M/MV5BYjAyZTk4NzctNTQ2Mi00ZTBmLWJmNGItNDg0MWRiMjk2ZjZjXkEyXkFqcGdeQXVyNzA5MzkyOTM@._V1_.jpg,Comedy; Family; Fantasy,"Abbott & Costello's version of the famous fairy tale, about a young boy who trades the family cow for magic beans.",,
